
Intensity Min Ch=1 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
75,,Surface,1,Image 1,1,2,
231,,Surface,1,Image 1,1,3,
255,,Surface,1,Image 1,1,4,
303,,Surface,1,Image 1,1,5,
198,,Surface,1,Image 1,1,6,
164,,Surface,1,Image 1,1,7,
372,,Surface,1,Image 1,1,8,
209,,Surface,1,Image 1,1,10,
219,,Surface,1,Image 1,1,11,
206,,Surface,1,Image 1,1,12,
82,,Surface,1,Image 1,1,13,
50,,Surface,1,Image 1,1,18,
143,,Surface,1,Image 1,1,19,
331,,Surface,1,Image 1,1,21,
298,,Surface,1,Image 1,1,22,
234,,Surface,1,Image 1,1,24,
153,,Surface,1,Image 1,1,25,
245,,Surface,1,Image 1,1,26,
147,,Surface,1,Image 1,1,28,
167,,Surface,1,Image 1,1,29,
270,,Surface,1,Image 1,1,35,
348,,Surface,1,Image 1,1,37,
214,,Surface,1,Image 1,1,38,
121,,Surface,1,Image 1,1,40,
97,,Surface,1,Image 1,1,45,
242,,Surface,1,Image 1,1,46,
154,,Surface,1,Image 1,1,49,
256,,Surface,1,Image 1,1,52,
109,,Surface,1,Image 1,1,54,
246,,Surface,1,Image 1,1,58,
88,,Surface,1,Image 1,1,60,
252,,Surface,1,Image 1,1,61,
219,,Surface,1,Image 1,1,63,
271,,Surface,1,Image 1,1,64,
115,,Surface,1,Image 1,1,65,
240,,Surface,1,Image 1,1,67,
152,,Surface,1,Image 1,1,71,
93,,Surface,1,Image 1,1,72,
120,,Surface,1,Image 1,1,73,
131,,Surface,1,Image 1,1,74,
163,,Surface,1,Image 1,1,76,
100,,Surface,1,Image 1,1,77,
115,,Surface,1,Image 1,1,79,
176,,Surface,1,Image 1,1,81,
202,,Surface,1,Image 1,1,82,
81,,Surface,1,Image 1,1,88,
435,,Surface,1,Image 1,1,89,
153,,Surface,1,Image 1,1,91,
0,,Surface,1,Image 1,1,93,
184,,Surface,1,Image 1,1,97,
68,,Surface,1,Image 1,1,100,
156,,Surface,1,Image 1,1,101,
131,,Surface,1,Image 1,1,102,
220,,Surface,1,Image 1,1,103,
190,,Surface,1,Image 1,1,106,
216,,Surface,1,Image 1,1,107,
87,,Surface,1,Image 1,1,110,
202,,Surface,1,Image 1,1,111,
229,,Surface,1,Image 1,1,112,
117,,Surface,1,Image 1,1,113,
308,,Surface,1,Image 1,1,118,
128,,Surface,1,Image 1,1,119,
217,,Surface,1,Image 1,1,120,
295,,Surface,1,Image 1,1,122,
251,,Surface,1,Image 1,1,123,
235,,Surface,1,Image 1,1,124,
206,,Surface,1,Image 1,1,128,
236,,Surface,1,Image 1,1,134,
