
Intensity Max Ch=34 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
49,,Surface,34,Image 1,1,6721,
329,,Surface,34,Image 1,1,6722,
45,,Surface,34,Image 1,1,6723,
64,,Surface,34,Image 1,1,6724,
35,,Surface,34,Image 1,1,6725,
84,,Surface,34,Image 1,1,6726,
64,,Surface,34,Image 1,1,6728,
67,,Surface,34,Image 1,1,6729,
173,,Surface,34,Image 1,1,6730,
306,,Surface,34,Image 1,1,6731,
38,,Surface,34,Image 1,1,6732,
32,,Surface,34,Image 1,1,6733,
181,,Surface,34,Image 1,1,6734,
166,,Surface,34,Image 1,1,6735,
53,,Surface,34,Image 1,1,6736,
470,,Surface,34,Image 1,1,6737,
269,,Surface,34,Image 1,1,6738,
306,,Surface,34,Image 1,1,6739,
45,,Surface,34,Image 1,1,6740,
165,,Surface,34,Image 1,1,6741,
389,,Surface,34,Image 1,1,6742,
34,,Surface,34,Image 1,1,6743,
103,,Surface,34,Image 1,1,6744,
182,,Surface,34,Image 1,1,6745,
36,,Surface,34,Image 1,1,6746,
16,,Surface,34,Image 1,1,6747,
0,,Surface,34,Image 1,1,6748,
113,,Surface,34,Image 1,1,6749,
88,,Surface,34,Image 1,1,6750,
83,,Surface,34,Image 1,1,6751,
67,,Surface,34,Image 1,1,6752,
321,,Surface,34,Image 1,1,6753,
25,,Surface,34,Image 1,1,6754,
29,,Surface,34,Image 1,1,6755,
60,,Surface,34,Image 1,1,6756,
78,,Surface,34,Image 1,1,6757,
43,,Surface,34,Image 1,1,6758,
222,,Surface,34,Image 1,1,6760,
120,,Surface,34,Image 1,1,6761,
69,,Surface,34,Image 1,1,6762,
83,,Surface,34,Image 1,1,6763,
28,,Surface,34,Image 1,1,6764,
362,,Surface,34,Image 1,1,6765,
40,,Surface,34,Image 1,1,6766,
188,,Surface,34,Image 1,1,6767,
384,,Surface,34,Image 1,1,6768,
262,,Surface,34,Image 1,1,6770,
56,,Surface,34,Image 1,1,6771,
32,,Surface,34,Image 1,1,6772,
73,,Surface,34,Image 1,1,6773,
123,,Surface,34,Image 1,1,6774,
205,,Surface,34,Image 1,1,6775,
26,,Surface,34,Image 1,1,6776,
16,,Surface,34,Image 1,1,6777,
478,,Surface,34,Image 1,1,6778,
142,,Surface,34,Image 1,1,6781,
169,,Surface,34,Image 1,1,6782,
943,,Surface,34,Image 1,1,6783,
298,,Surface,34,Image 1,1,6784,
0,,Surface,34,Image 1,1,6785,
85,,Surface,34,Image 1,1,6786,
271,,Surface,34,Image 1,1,6787,
595,,Surface,34,Image 1,1,6788,
78,,Surface,34,Image 1,1,6789,
211,,Surface,34,Image 1,1,6790,
601,,Surface,34,Image 1,1,6791,
30,,Surface,34,Image 1,1,6792,
45,,Surface,34,Image 1,1,6793,
126,,Surface,34,Image 1,1,6794,
196,,Surface,34,Image 1,1,6795,
229,,Surface,34,Image 1,1,6796,
77,,Surface,34,Image 1,1,6797,
47,,Surface,34,Image 1,1,6798,
109,,Surface,34,Image 1,1,6799,
86,,Surface,34,Image 1,1,6800,
82,,Surface,34,Image 1,1,6801,
55,,Surface,34,Image 1,1,6802,
174,,Surface,34,Image 1,1,6803,
25,,Surface,34,Image 1,1,6804,
189,,Surface,34,Image 1,1,6805,
774,,Surface,34,Image 1,1,6806,
96,,Surface,34,Image 1,1,6807,
47,,Surface,34,Image 1,1,6808,
978,,Surface,34,Image 1,1,6810,
41,,Surface,34,Image 1,1,6811,
1430,,Surface,34,Image 1,1,6812,
196,,Surface,34,Image 1,1,6813,
180,,Surface,34,Image 1,1,6814,
49,,Surface,34,Image 1,1,6815,
21,,Surface,34,Image 1,1,6816,
77,,Surface,34,Image 1,1,6817,
19,,Surface,34,Image 1,1,6819,
12,,Surface,34,Image 1,1,6820,
38,,Surface,34,Image 1,1,6821,
723,,Surface,34,Image 1,1,6822,
34,,Surface,34,Image 1,1,6823,
59,,Surface,34,Image 1,1,6824,
56,,Surface,34,Image 1,1,6825,
166,,Surface,34,Image 1,1,6826,
137,,Surface,34,Image 1,1,6827,
245,,Surface,34,Image 1,1,6828,
133,,Surface,34,Image 1,1,6829,
56,,Surface,34,Image 1,1,6830,
69,,Surface,34,Image 1,1,6831,
110,,Surface,34,Image 1,1,6832,
0,,Surface,34,Image 1,1,6833,
88,,Surface,34,Image 1,1,6834,
82,,Surface,34,Image 1,1,6836,
79,,Surface,34,Image 1,1,6837,
403,,Surface,34,Image 1,1,6838,
52,,Surface,34,Image 1,1,6840,
254,,Surface,34,Image 1,1,6841,
120,,Surface,34,Image 1,1,6842,
89,,Surface,34,Image 1,1,6843,
243,,Surface,34,Image 1,1,6844,
310,,Surface,34,Image 1,1,6845,
95,,Surface,34,Image 1,1,6846,
96,,Surface,34,Image 1,1,6847,
192,,Surface,34,Image 1,1,6849,
386,,Surface,34,Image 1,1,6850,
9,,Surface,34,Image 1,1,6851,
27,,Surface,34,Image 1,1,6852,
60,,Surface,34,Image 1,1,6853,
75,,Surface,34,Image 1,1,6855,
137,,Surface,34,Image 1,1,6856,
54,,Surface,34,Image 1,1,6857,
86,,Surface,34,Image 1,1,6858,
99,,Surface,34,Image 1,1,6859,
55,,Surface,34,Image 1,1,6860,
99,,Surface,34,Image 1,1,6861,
377,,Surface,34,Image 1,1,6862,
105,,Surface,34,Image 1,1,6863,
450,,Surface,34,Image 1,1,6864,
17,,Surface,34,Image 1,1,6866,
13,,Surface,34,Image 1,1,6867,
69,,Surface,34,Image 1,1,6868,
13,,Surface,34,Image 1,1,6869,
51,,Surface,34,Image 1,1,6870,
36,,Surface,34,Image 1,1,6871,
149,,Surface,34,Image 1,1,6872,
208,,Surface,34,Image 1,1,6873,
148,,Surface,34,Image 1,1,6874,
34,,Surface,34,Image 1,1,6875,
244,,Surface,34,Image 1,1,6877,
36,,Surface,34,Image 1,1,6878,
16,,Surface,34,Image 1,1,6879,
